2021-11-01 10:22:50,381 - INFO  - main.py:<module> - LSTM + Genetic Algorithm
2021-11-01 10:23:05,070 - INFO  - GeneticAlgorithm.py:decodeBest - ('SPLK.O', 0.10067114093959731)
2021-11-01 10:23:05,070 - INFO  - GeneticAlgorithm.py:decodeBest - ('AMZN.O', 0.09731543624161074)
2021-11-01 10:23:05,070 - INFO  - GeneticAlgorithm.py:decodeBest - ('ATVI.O', 0.09731543624161074)
2021-11-01 10:23:05,071 - INFO  - GeneticAlgorithm.py:decodeBest - ('GOOGL.O', 0.09731543624161074)
2021-11-01 10:23:05,071 - INFO  - GeneticAlgorithm.py:decodeBest - ('MDLZ.O', 0.09731543624161074)
2021-11-01 10:23:05,071 - INFO  - GeneticAlgorithm.py:decodeBest - ('EBAY.O', 0.09395973154362416)
2021-11-01 10:23:05,072 - INFO  - GeneticAlgorithm.py:evaluate - 0.06564453951929998
2021-11-01 10:23:05,072 - INFO  - GeneticAlgorithm.py:gaStockSelection - Generation #9
2021-11-01 10:23:06,789 - INFO  - GeneticAlgorithm.py:decodeBest - ('CTAS.O', 0.1040268456375839)
2021-11-01 10:23:06,789 - INFO  - GeneticAlgorithm.py:decodeBest - ('IDXX.O', 0.1040268456375839)
2021-11-01 10:23:06,789 - INFO  - GeneticAlgorithm.py:decodeBest - ('SGEN.O', 0.1040268456375839)
2021-11-01 10:23:06,789 - INFO  - GeneticAlgorithm.py:decodeBest - ('TEAM.O', 0.1040268456375839)
2021-11-01 10:23:06,789 - INFO  - GeneticAlgorithm.py:decodeBest - ('SPLK.O', 0.10067114093959731)
2021-11-01 10:23:06,789 - INFO  - GeneticAlgorithm.py:decodeBest - ('AMZN.O', 0.09731543624161074)
2021-11-01 10:23:06,789 - INFO  - GeneticAlgorithm.py:decodeBest - ('ATVI.O', 0.09731543624161074)
2021-11-01 10:23:06,789 - INFO  - GeneticAlgorithm.py:decodeBest - ('GOOGL.O', 0.09731543624161074)
2021-11-01 10:23:06,789 - INFO  - GeneticAlgorithm.py:decodeBest - ('MDLZ.O', 0.09731543624161074)
2021-11-01 10:23:06,790 - INFO  - GeneticAlgorithm.py:decodeBest - ('EBAY.O', 0.09395973154362416)
2021-11-01 10:23:06,791 - INFO  - GeneticAlgorithm.py:evaluate - 0.06564453951929998
2021-11-01 10:23:06,791 - INFO  - GeneticAlgorithm.py:gaStockSelection - Generation #10
2021-11-01 10:23:08,543 - INFO  - GeneticAlgorithm.py:decodeBest - ('CTAS.O', 0.1040268456375839)
2021-11-01 10:23:08,543 - INFO  - GeneticAlgorithm.py:decodeBest - ('IDXX.O', 0.1040268456375839)
2021-11-01 10:23:08,543 - INFO  - GeneticAlgorithm.py:decodeBest - ('SGEN.O', 0.1040268456375839)
2021-11-01 10:23:08,543 - INFO  - GeneticAlgorithm.py:decodeBest - ('TEAM.O', 0.1040268456375839)
2021-11-01 10:23:08,543 - INFO  - GeneticAlgorithm.py:decodeBest - ('SPLK.O', 0.10067114093959731)
2021-11-01 10:23:08,543 - INFO  - GeneticAlgorithm.py:decodeBest - ('AMZN.O', 0.09731543624161074)
2021-11-01 10:23:08,543 - INFO  - GeneticAlgorithm.py:decodeBest - ('ATVI.O', 0.09731543624161074)
2021-11-01 10:23:08,543 - INFO  - GeneticAlgorithm.py:decodeBest - ('GOOGL.O', 0.09731543624161074)
2021-11-01 10:23:08,544 - INFO  - GeneticAlgorithm.py:decodeBest - ('MDLZ.O', 0.09731543624161074)
2021-11-01 10:23:08,544 - INFO  - GeneticAlgorithm.py:decodeBest - ('EBAY.O', 0.09395973154362416)
2021-11-01 10:23:08,545 - INFO  - GeneticAlgorithm.py:evaluate - 0.06564453951929998
2021-11-01 10:23:08,545 - INFO  - GeneticAlgorithm.py:gaStockSelection - Generation #11
2021-11-01 10:23:10,348 - INFO  - GeneticAlgorithm.py:decodeBest - ('CTAS.O', 0.1040268456375839)
2021-11-01 10:23:10,349 - INFO  - GeneticAlgorithm.py:decodeBest - ('IDXX.O', 0.1040268456375839)
2021-11-01 10:23:10,349 - INFO  - GeneticAlgorithm.py:decodeBest - ('SGEN.O', 0.1040268456375839)
2021-11-01 10:23:10,349 - INFO  - GeneticAlgorithm.py:decodeBest - ('TEAM.O', 0.1040268456375839)
2021-11-01 10:23:10,349 - INFO  - GeneticAlgorithm.py:decodeBest - ('SPLK.O', 0.10067114093959731)
2021-11-01 10:23:10,349 - INFO  - GeneticAlgorithm.py:decodeBest - ('AMZN.O', 0.09731543624161074)
2021-11-01 10:23:10,349 - INFO  - GeneticAlgorithm.py:decodeBest - ('ATVI.O', 0.09731543624161074)
2021-11-01 10:23:10,349 - INFO  - GeneticAlgorithm.py:decodeBest - ('GOOGL.O', 0.09731543624161074)
2021-11-01 10:23:10,349 - INFO  - GeneticAlgorithm.py:decodeBest - ('MDLZ.O', 0.09731543624161074)
2021-11-01 10:23:10,349 - INFO  - GeneticAlgorithm.py:decodeBest - ('EBAY.O', 0.09395973154362416)
2021-11-01 10:23:10,350 - INFO  - GeneticAlgorithm.py:evaluate - 0.06564453951929998
2021-11-01 10:23:10,350 - INFO  - GeneticAlgorithm.py:gaStockSelection - Generation #12
2021-11-01 10:23:12,493 - INFO  - GeneticAlgorithm.py:decodeBest - ('CTAS.O', 0.1040268456375839)
2021-11-01 10:23:12,493 - INFO  - GeneticAlgorithm.py:decodeBest - ('IDXX.O', 0.1040268456375839)
2021-11-01 10:23:12,493 - INFO  - GeneticAlgorithm.py:decodeBest - ('SGEN.O', 0.1040268456375839)
2021-11-01 10:23:12,493 - INFO  - GeneticAlgorithm.py:decodeBest - ('TEAM.O', 0.1040268456375839)
2021-11-01 10:23:12,494 - INFO  - GeneticAlgorithm.py:decodeBest - ('SPLK.O', 0.10067114093959731)
2021-11-01 10:23:12,494 - INFO  - GeneticAlgorithm.py:decodeBest - ('AMZN.O', 0.09731543624161074)
2021-11-01 10:23:12,494 - INFO  - GeneticAlgorithm.py:decodeBest - ('ATVI.O', 0.09731543624161074)
2021-11-01 10:23:12,494 - INFO  - GeneticAlgorithm.py:decodeBest - ('GOOGL.O', 0.09731543624161074)
2021-11-01 10:23:12,494 - INFO  - GeneticAlgorithm.py:decodeBest - ('MDLZ.O', 0.09731543624161074)
2021-11-01 10:23:12,494 - INFO  - GeneticAlgorithm.py:decodeBest - ('EBAY.O', 0.09395973154362416)
2021-11-01 10:23:12,496 - INFO  - GeneticAlgorithm.py:evaluate - 0.06564453951929998
2021-11-01 10:23:12,496 - INFO  - GeneticAlgorithm.py:gaStockSelection - Generation #13
2021-11-01 10:23:14,480 - INFO  - GeneticAlgorithm.py:decodeBest - ('ATVI.O', 0.10197368421052631)
2021-11-01 10:23:14,480 - INFO  - GeneticAlgorithm.py:decodeBest - ('CTAS.O', 0.10197368421052631)
2021-11-01 10:23:14,480 - INFO  - GeneticAlgorithm.py:decodeBest - ('IDXX.O', 0.10197368421052631)
2021-11-01 10:23:14,480 - INFO  - GeneticAlgorithm.py:decodeBest - ('SBUX.O', 0.10197368421052631)
2021-11-01 10:23:14,480 - INFO  - GeneticAlgorithm.py:decodeBest - ('SGEN.O', 0.10197368421052631)
2021-11-01 10:23:14,480 - INFO  - GeneticAlgorithm.py:decodeBest - ('TEAM.O', 0.10197368421052631)
2021-11-01 10:23:14,480 - INFO  - GeneticAlgorithm.py:decodeBest - ('SPLK.O', 0.09868421052631579)
2021-11-01 10:23:14,480 - INFO  - GeneticAlgorithm.py:decodeBest - ('TXN.O', 0.09868421052631579)
2021-11-01 10:23:14,480 - INFO  - GeneticAlgorithm.py:decodeBest - ('AMZN.O', 0.09539473684210527)
2021-11-01 10:23:14,480 - INFO  - GeneticAlgorithm.py:decodeBest - ('GOOGL.O', 0.09539473684210527)
2021-11-01 10:23:14,482 - INFO  - GeneticAlgorithm.py:evaluate - 0.0517817931165279
2021-11-01 10:23:14,482 - INFO  - GeneticAlgorithm.py:gaStockSelection - Generation #14
2021-11-01 10:23:16,208 - INFO  - GeneticAlgorithm.py:decodeBest - ('ATVI.O', 0.10197368421052631)
2021-11-01 10:23:16,208 - INFO  - GeneticAlgorithm.py:decodeBest - ('CTAS.O', 0.10197368421052631)
2021-11-01 10:23:16,209 - INFO  - GeneticAlgorithm.py:decodeBest - ('IDXX.O', 0.10197368421052631)
2021-11-01 10:23:16,209 - INFO  - GeneticAlgorithm.py:decodeBest - ('SBUX.O', 0.10197368421052631)
2021-11-01 10:23:16,209 - INFO  - GeneticAlgorithm.py:decodeBest - ('SGEN.O', 0.10197368421052631)
2021-11-01 10:23:16,209 - INFO  - GeneticAlgorithm.py:decodeBest - ('TEAM.O', 0.10197368421052631)
2021-11-01 10:23:16,209 - INFO  - GeneticAlgorithm.py:decodeBest - ('SPLK.O', 0.09868421052631579)
2021-11-01 10:23:16,209 - INFO  - GeneticAlgorithm.py:decodeBest - ('TXN.O', 0.09868421052631579)
2021-11-01 10:23:16,209 - INFO  - GeneticAlgorithm.py:decodeBest - ('AMZN.O', 0.09539473684210527)
2021-11-01 10:23:16,209 - INFO  - GeneticAlgorithm.py:decodeBest - ('GOOGL.O', 0.09539473684210527)
2021-11-01 10:23:16,210 - INFO  - GeneticAlgorithm.py:evaluate - 0.0517817931165279
2021-11-01 10:23:16,210 - INFO  - GeneticAlgorithm.py:gaStockSelection - Generation #15
2021-11-01 10:23:17,992 - INFO  - GeneticAlgorithm.py:decodeBest - ('ATVI.O', 0.10197368421052631)
2021-11-01 10:23:17,992 - INFO  - GeneticAlgorithm.py:decodeBest - ('CTAS.O', 0.10197368421052631)
2021-11-01 10:23:17,992 - INFO  - GeneticAlgorithm.py:decodeBest - ('IDXX.O', 0.10197368421052631)
2021-11-01 10:23:17,992 - INFO  - GeneticAlgorithm.py:decodeBest - ('SBUX.O', 0.10197368421052631)
2021-11-01 10:23:17,992 - INFO  - GeneticAlgorithm.py:decodeBest - ('SGEN.O', 0.10197368421052631)
2021-11-01 10:23:17,992 - INFO  - GeneticAlgorithm.py:decodeBest - ('TEAM.O', 0.10197368421052631)
2021-11-01 10:23:17,992 - INFO  - GeneticAlgorithm.py:decodeBest - ('SPLK.O', 0.09868421052631579)
2021-11-01 10:23:17,992 - INFO  - GeneticAlgorithm.py:decodeBest - ('TXN.O', 0.09868421052631579)
2021-11-01 10:23:17,992 - INFO  - GeneticAlgorithm.py:decodeBest - ('AMZN.O', 0.09539473684210527)
2021-11-01 10:23:17,992 - INFO  - GeneticAlgorithm.py:decodeBest - ('GOOGL.O', 0.09539473684210527)
2021-11-01 10:23:17,994 - INFO  - GeneticAlgorithm.py:evaluate - 0.0517817931165279
2021-11-01 10:23:17,994 - INFO  - GeneticAlgorithm.py:gaStockSelection - Generation #16
2021-11-01 10:23:19,710 - INFO  - GeneticAlgorithm.py:decodeBest - ('ATVI.O', 0.10197368421052631)
2021-11-01 10:23:19,710 - INFO  - GeneticAlgorithm.py:decodeBest - ('CTAS.O', 0.10197368421052631)
2021-11-01 10:23:19,710 - INFO  - GeneticAlgorithm.py:decodeBest - ('IDXX.O', 0.10197368421052631)
2021-11-01 10:23:19,710 - INFO  - GeneticAlgorithm.py:decodeBest - ('SBUX.O', 0.10197368421052631)
2021-11-01 10:23:19,710 - INFO  - GeneticAlgorithm.py:decodeBest - ('SGEN.O', 0.10197368421052631)
2021-11-01 10:23:19,710 - INFO  - GeneticAlgorithm.py:decodeBest - ('TEAM.O', 0.10197368421052631)
2021-11-01 10:23:19,710 - INFO  - GeneticAlgorithm.py:decodeBest - ('SPLK.O', 0.09868421052631579)
2021-11-01 10:23:19,710 - INFO  - GeneticAlgorithm.py:decodeBest - ('TXN.O', 0.09868421052631579)
2021-11-01 10:23:19,711 - INFO  - GeneticAlgorithm.py:decodeBest - ('AMZN.O', 0.09539473684210527)
2021-11-01 10:23:19,711 - INFO  - GeneticAlgorithm.py:decodeBest - ('GOOGL.O', 0.09539473684210527)
2021-11-01 10:23:19,712 - INFO  - GeneticAlgorithm.py:evaluate - 0.0517817931165279
2021-11-01 10:23:19,712 - INFO  - GeneticAlgorithm.py:gaStockSelection - Generation #17
2021-11-01 10:23:21,440 - INFO  - GeneticAlgorithm.py:decodeBest - ('CTAS.O', 0.10299003322259136)
2021-11-01 10:23:21,440 - INFO  - GeneticAlgorithm.py:decodeBest - ('GOOGL.O', 0.10299003322259136)
2021-11-01 10:23:21,440 - INFO  - GeneticAlgorithm.py:decodeBest - ('IDXX.O', 0.10299003322259136)
2021-11-01 10:23:21,440 - INFO  - GeneticAlgorithm.py:decodeBest - ('SGEN.O', 0.10299003322259136)
2021-11-01 10:23:21,440 - INFO  - GeneticAlgorithm.py:decodeBest - ('TEAM.O', 0.10299003322259136)
2021-11-01 10:23:21,440 - INFO  - GeneticAlgorithm.py:decodeBest - ('SPLK.O', 0.09966777408637874)
2021-11-01 10:23:21,441 - INFO  - GeneticAlgorithm.py:decodeBest - ('AMZN.O', 0.09634551495016612)
2021-11-01 10:23:21,441 - INFO  - GeneticAlgorithm.py:decodeBest - ('ATVI.O', 0.09634551495016612)
2021-11-01 10:23:21,441 - INFO  - GeneticAlgorithm.py:decodeBest - ('MDLZ.O', 0.09634551495016612)
2021-11-01 10:23:21,441 - INFO  - GeneticAlgorithm.py:decodeBest - ('MRVL.O', 0.09634551495016612)
2021-11-01 10:23:21,442 - INFO  - GeneticAlgorithm.py:evaluate - 0.06909789461338589
2021-11-01 10:23:21,442 - INFO  - GeneticAlgorithm.py:gaStockSelection - Generation #18
2021-11-01 10:23:23,172 - INFO  - GeneticAlgorithm.py:decodeBest - ('CTAS.O', 0.10299003322259136)
2021-11-01 10:23:23,172 - INFO  - GeneticAlgorithm.py:decodeBest - ('GOOGL.O', 0.10299003322259136)
2021-11-01 10:23:23,172 - INFO  - GeneticAlgorithm.py:decodeBest - ('IDXX.O', 0.10299003322259136)
2021-11-01 10:23:23,172 - INFO  - GeneticAlgorithm.py:decodeBest - ('SGEN.O', 0.10299003322259136)
2021-11-01 10:23:23,172 - INFO  - GeneticAlgorithm.py:decodeBest - ('TEAM.O', 0.10299003322259136)
2021-11-01 10:23:23,173 - INFO  - GeneticAlgorithm.py:decodeBest - ('SPLK.O', 0.09966777408637874)
2021-11-01 10:23:23,173 - INFO  - GeneticAlgorithm.py:decodeBest - ('AMZN.O', 0.09634551495016612)
2021-11-01 10:23:23,173 - INFO  - GeneticAlgorithm.py:decodeBest - ('ATVI.O', 0.09634551495016612)
2021-11-01 10:23:23,173 - INFO  - GeneticAlgorithm.py:decodeBest - ('MDLZ.O', 0.09634551495016612)
2021-11-01 10:23:23,173 - INFO  - GeneticAlgorithm.py:decodeBest - ('MRVL.O', 0.09634551495016612)
2021-11-01 10:23:23,174 - INFO  - GeneticAlgorithm.py:evaluate - 0.06909789461338589
2021-11-01 10:23:23,174 - INFO  - GeneticAlgorithm.py:gaStockSelection - Generation #19
2021-11-01 10:23:24,851 - INFO  - GeneticAlgorithm.py:decodeBest - ('CTAS.O', 0.10299003322259136)
2021-11-01 10:23:24,851 - INFO  - GeneticAlgorithm.py:decodeBest - ('GOOGL.O', 0.10299003322259136)
2021-11-01 10:23:24,851 - INFO  - GeneticAlgorithm.py:decodeBest - ('IDXX.O', 0.10299003322259136)
2021-11-01 10:23:24,851 - INFO  - GeneticAlgorithm.py:decodeBest - ('SGEN.O', 0.10299003322259136)
2021-11-01 10:23:24,851 - INFO  - GeneticAlgorithm.py:decodeBest - ('TEAM.O', 0.10299003322259136)
2021-11-01 10:23:24,851 - INFO  - GeneticAlgorithm.py:decodeBest - ('SPLK.O', 0.09966777408637874)
2021-11-01 10:23:24,851 - INFO  - GeneticAlgorithm.py:decodeBest - ('AMZN.O', 0.09634551495016612)
2021-11-01 10:23:24,851 - INFO  - GeneticAlgorithm.py:decodeBest - ('ATVI.O', 0.09634551495016612)
2021-11-01 10:23:24,852 - INFO  - GeneticAlgorithm.py:decodeBest - ('MDLZ.O', 0.09634551495016612)
2021-11-01 10:23:24,852 - INFO  - GeneticAlgorithm.py:decodeBest - ('MRVL.O', 0.09634551495016612)
2021-11-01 10:23:24,853 - INFO  - GeneticAlgorithm.py:evaluate - 0.06909789461338589
2021-11-01 10:23:24,853 - INFO  - GeneticAlgorithm.py:gaStockSelection - Generation #20
2021-11-01 10:23:26,558 - INFO  - GeneticAlgorithm.py:decodeBest - ('CTAS.O', 0.10299003322259136)
2021-11-01 10:23:26,559 - INFO  - GeneticAlgorithm.py:decodeBest - ('GOOGL.O', 0.10299003322259136)
2021-11-01 10:23:26,559 - INFO  - GeneticAlgorithm.py:decodeBest - ('IDXX.O', 0.10299003322259136)
2021-11-01 10:23:26,559 - INFO  - GeneticAlgorithm.py:decodeBest - ('SGEN.O', 0.10299003322259136)
2021-11-01 10:23:26,559 - INFO  - GeneticAlgorithm.py:decodeBest - ('TEAM.O', 0.10299003322259136)
2021-11-01 10:23:26,559 - INFO  - GeneticAlgorithm.py:decodeBest - ('SPLK.O', 0.09966777408637874)
2021-11-01 10:23:26,559 - INFO  - GeneticAlgorithm.py:decodeBest - ('AMZN.O', 0.09634551495016612)
2021-11-01 10:23:26,559 - INFO  - GeneticAlgorithm.py:decodeBest - ('ATVI.O', 0.09634551495016612)
2021-11-01 10:23:26,559 - INFO  - GeneticAlgorithm.py:decodeBest - ('MDLZ.O', 0.09634551495016612)
2021-11-01 10:23:26,559 - INFO  - GeneticAlgorithm.py:decodeBest - ('MRVL.O', 0.09634551495016612)
